bibliography.congress classifications,bibliography.languages,bibliography.subjects,bibliography.title,bibliography.type,metadata.downloads,metadata.id,metadata.rank,metadata.url,bibliography.author.birth,bibliography.author.death,bibliography.author.name,bibliography.publication.day,bibliography.publication.full,bibliography.publication.month,bibliography.publication.month name,bibliography.publication.year,metadata.formats.total,metadata.formats.types,metrics.difficulty.automated readability index,metrics.difficulty.coleman liau index,metrics.difficulty.dale chall readability score,metrics.difficulty.difficult words,metrics.difficulty.flesch kincaid grade,metrics.difficulty.flesch reading ease,metrics.difficulty.gunning fog,metrics.difficulty.linsear write formula,metrics.difficulty.smog index,metrics.sentiments.polarity,metrics.sentiments.subjectivity,metrics.statistics.average letter per word,metrics.statistics.average sentence length,metrics.statistics.average sentence per word,metrics.statistics.characters,metrics.statistics.polysyllables,metrics.statistics.sentences,metrics.statistics.syllables,metrics.statistics.words
PN,en,"Arthur, King -- Legends;Knights and knighthood -- Folklore;Folklore -- England;Arthurian romances -- Adaptations",The Legends of King Arthur and His Knights,Text,1421,12753,224,https://www.gutenberg.org/ebooks/12753,1831,1908,"Knowles, James, Sir",28,"June 28, 2004",6,June,2004,8,"text/html; charset=iso-8859-1,application/x-mobipocket-ebook,text/plain; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,text/plain",13.1,9.23,5.86,5537,8.7,78.93,12.4,13,3.1,0.1813419406,0.5325351251,4.52,26,0.04,423607,596,3549,115843.5,93648
PA,en,"Rome -- Fiction;Satire, Latin -- Translations into English",The Satyricon — Complete,Text,1412,5225,225,https://www.gutenberg.org/ebooks/5225,20,66,Petronius Arbiter,31,"October 31, 2006",10,October,2006,8,"image/jpeg,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,text/plain",14.3,11.15,6.97,13013,10.7,63.02,12,15,3.1,0.1059689231,0.4972938187,4.85,25,0.04,474848,2794,3799,137394.9,98005
PR,en,"Christian fiction,Christian pilgrims and pilgrimages -- Fiction","The Pilgrim's Progress from this world to that which is to come: Delivered under the similitude of a dream, by John Bunyan",Text,1402,131,226,https://www.gutenberg.org/ebooks/131,1628,1688,"Bunyan, John",12,"June 12, 2008",6,June,2008,6,"text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,text/plain",12,8.83,5.99,4291,7.9,80.96,11.6,7,3.1,0.141783254,0.480389857,4.45,24,0.04,258035,644,2324,70731,58049
"PZ,PR",en,"Adventure and adventurers -- Fiction,Kidnapping -- Fiction,Scotland -- History -- 18th century -- Fiction,Historical fiction",Kidnapped,Text,1402,421,227,https://www.gutenberg.org/ebooks/421,1850,1894,"Stevenson, Robert Louis",16,"January 16, 2006",1,January,2006,8,"image/jpeg,text/html; charset=us-ascii,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",10,7.89,5.98,6754,6.8,84,10.4,18,3.1,0.08661149447,0.4890777659,4.34,21,0.05,355162,725,3742,100635.3,81861
U,en,"Military art and science,War",On War — Volume 1,Text,1399,1946,228,https://www.gutenberg.org/ebooks/1946,1780,1831,"Clausewitz, Carl von",25,"February 25, 2006",2,February,2006,8,"text/html; charset=iso-8859-1,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain",19.7,11.96,6.63,8562,15.8,44.41,16,7.5,8.8,0.1132089296,0.4873319062,4.94,35,0.03,530178,5293,3000,160555.5,107354
PQ,en,"Rousseau, Jean-Jacques, 1712-1778;Authors, French -- 18th century -- Biography",The Confessions of Jean Jacques Rousseau — Complete,Text,1397,3913,229,https://www.gutenberg.org/ebooks/3913,1712,1778,"Rousseau, Jean-Jacques",5,"September 5, 2015",9,September,2015,9,"application/rdf+xml,image/jpeg,text/html; charset=iso-8859-1,text/plain,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,text/plain; charset=us-ascii,application/x-mobipocket-ebook",16.4,10.92,6.13,17579,12.6,57.95,14,21,8.8,0.1296619723,0.5215507421,4.76,30,0.03,1310575,11232,8946,396227.7,275047
PT,de,"Psychological fiction,Metamorphosis -- Fiction",Die Verwandlung,Text,1389,22367,230,https://www.gutenberg.org/ebooks/22367,1883,1924,"Kafka, Franz",21,"August 21, 2007",8,August,2007,8,"image/jpeg,text/html; charset=iso-8859-1,text/plain,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook",18,15.03,7.74,3422,11.1,62.01,12.4,14.5,3.1,0.1798038737,0.5096296296,5.52,26,0.04,105822,630,712,27589.5,19180
PG,en,"Russia -- Social conditions -- 1801-1917 -- Fiction,Historical fiction",The Idiot,Text,1386,2638,231,https://www.gutenberg.org/ebooks/2638,1821,1881,"Dostoyevsky, Fyodor",1,"May, 2001",5,May,2001,8,"text/html; charset=iso-8859-1,text/plain; charset=us-ascii,text/plain,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook",9,10.21,5.47,16594,6.8,73.17,8,13.5,3.1,0.08061246517,0.5111007593,4.79,15,0.06,1157000,7507,15375,332942.4,241531
PR,en,"Self-experimentation in medicine -- Fiction,Psychological fiction,Multiple personality -- Fiction,Physicians -- Fiction,London (England) -- Fiction,Science fiction,Horror tales",The Strange Case of Dr. Jekyll and Mr. Hyde,Text,1380,43,233,https://www.gutenberg.org/ebooks/43,1850,1894,"Stevenson, Robert Louis",31,"October 31, 1992",10,October,1992,6,"application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/plain,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii",10.8,9.4,6.81,3462,7.9,75.54,10.4,10.5,3.1,0.06790731768,0.4869953517,4.6,21,0.05,117634,539,1216,34103.7,25585
PR,en,"Challenger, Professor (Fictitious character) -- Fiction;Fantasy fiction;Prehistoric peoples -- Fiction;Dinosaurs -- Fiction;South America -- Fiction",The Lost World,Text,1378,139,235,https://www.gutenberg.org/ebooks/139,1859,1930,"Doyle, Arthur Conan",19,"June 19, 2008",6,June,2008,7,"text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,text/plain",9.7,9.86,6.22,8371,7.6,71.14,8.8,11,3.1,0.07634689491,0.4850820802,4.73,17,0.06,358664,1966,4259,103773.6,75759
PS,en,"Mississippi River -- Description and travel;Mississippi River Valley -- Social life and customs -- 19th century;Authors, American -- 19th century -- Biography;Pilots and pilotage -- Mississippi River;Twain, Mark, 1835-1910 -- Travel -- Mississippi River",Life on the Mississippi,Text,1368,245,236,https://www.gutenberg.org/ebooks/245,1835,1910,"Twain, Mark",20,"August 20, 2006",8,August,2006,7,"image/jpeg,text/html; charset=iso-8859-1,application/x-mobipocket-ebook,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain",11.4,10.5,6.34,15660,8.7,68.1,10,2.5,3.1,0.08813787521,0.4565427619,4.79,20,0.05,691132,4369,7009,197305.2,144374
PQ,en,"Plague -- Europe -- History -- Fiction,Allegories,Frame-stories,Storytelling -- Fiction",The Decameron of Giovanni Boccaccio,Text,1339,23700,239,https://www.gutenberg.org/ebooks/23700,1313,1375,"Boccaccio, Giovanni",3,"December 3, 2007",12,December,2007,9,"image/jpeg,text/plain; charset=us-ascii,application/x-mobipocket-ebook,text/html; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,text/plain",22.3,10.81,6.68,17717,17.7,44.75,19.2,9,3.1,0.1816613023,0.519055412,4.69,43,0.02,1442516,6455,7101,415779.3,307841
HQ,en,"Women's rights -- Great Britain,Women -- History -- 19th century,Women -- Education -- Great Britain,Feminism",A Vindication of the Rights of Woman: With Strictures on Political and Moral Subjects,Text,1339,3420,240,https://www.gutenberg.org/ebooks/3420,1759,1797,"Wollstonecraft, Mary",1,"September, 2002",9,September,2002,6,"text/html,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/rdf+xml,application/epub+zip,text/plain",19.3,12.72,6.94,9116,15,46.44,15.2,5,8.8,0.1130984037,0.5240286068,5.07,33,0.03,438290,4087,2560,129982.5,86456
PS,en,"Africa -- Fiction,Tarzan (Fictitious character) -- Fiction,Fantasy fiction,Wild men -- Fiction,British -- Africa -- Fiction,Adventure stories",Tarzan of the Apes,Text,1336,78,241,https://www.gutenberg.org/ebooks/78,1875,1950,"Burroughs, Edgar Rice",23,"June 23, 2008",6,June,2008,7,"text/html; charset=iso-8859-1,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,application/x-mobipocket-ebook",11.4,10.73,6.06,7727,8.7,68.1,10,53,3.1,0.07473859659,0.4889343992,4.83,20,0.05,412646,1822,4234,116465.4,85520
PG,en,"Russia -- Social life and customs -- Drama,Country life -- Russia -- Drama,Russian drama -- Translations into English,Families -- Russia -- Drama",Uncle Vanya: Scenes from Country Life in Four Acts,Text,1333,1756,243,https://www.gutenberg.org/ebooks/1756,1860,1904,"Chekhov, Anton Pavlovich",1,"May, 1999",5,May,1999,7,"text/plain,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii",6.1,8.62,6.01,1902,4,85.69,6.4,14,3.1,0.05659511238,0.5494429116,4.67,11,0.09,76783,347,1495,21947.4,16449
PQ,en,"Philippines -- History -- 1812-1898 -- Fiction,Historical fiction",The Social Cancer: A Complete English Version of Noli Me Tangere,Text,1333,6737,244,https://www.gutenberg.org/ebooks/6737,1861,1896,"Rizal, Jose",17,"June 17, 2007",6,June,2007,9,"image/jpeg,text/plain; charset=us-ascii,application/x-mobipocket-ebook,text/html; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,text/plain",11.2,11.26,6.13,17329,8.3,69.11,9.6,8.5,3.1,0.07850745368,0.4758420131,4.92,19,0.05,864628,5781,9251,248754.6,175846
PQ,en,"Giants -- Fiction;Fantasy fiction, French -- Translations into English;Gargantua (Legendary character) -- Fiction",Gargantua and Pantagruel,Text,1328,1200,245,https://www.gutenberg.org/ebooks/1200,0,0,"Rabelais, Francois",8,"August 8, 2004",8,August,2004,7,"image/jpeg,text/plain; charset=us-ascii,text/plain,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,application/x-mobipocket-ebook",15.1,11.09,6.6,32916,11.5,60.99,12.8,5.5,3.1,0.1463538271,0.5080541682,4.84,27,0.04,1548310,9558,11605,443115,319655
"KF,JK",en,"Constitutional law -- United States,Constitutional history -- United States -- Sources",The Federalist Papers,Text,1327,1404,247,https://www.gutenberg.org/ebooks/1404,1745,1829,"Jay, John",1,"July, 1998",7,July,1998,8,"text/html; charset=iso-8859-1,text/plain; charset=us-ascii,text/plain,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook",19.2,13.24,6.25,12556,15.8,39,14.8,15.5,11.2,0.1061952635,0.4512622812,5.16,32,0.03,991913,14140,5901,303713.1,192349
PR,en,"Fiction -- Authorship -- Fiction,Infants -- Fiction,Fetus -- Fiction,Experimental fiction,Stream of consciousness fiction","The Life and Opinions of Tristram Shandy, Gentleman",Text,1326,1079,248,https://www.gutenberg.org/ebooks/1079,1713,1768,"Sterne, Laurence",1,"October, 1997",10,October,1997,7,"text/plain,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii",19.5,12.08,7.28,21613,14.6,52.87,16,18,8.8,0.1145691665,0.474252019,4.96,35,0.03,886874,6319,5096,250581.6,178843
PR,en,"Erotic literature;Heidegger, John James, 1659?-1748;Penis -- Poetry",The Ladies Delight,Text,1322,14005,249,https://www.gutenberg.org/ebooks/14005,0,0,Anonymous,10,"November 10, 2004",11,November,2004,7,"text/plain,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",25.2,12.84,9.02,972,17.3,51.18,20,6.5,3.1,0.2097212617,0.5171780549,5.04,45,0.02,24516,55,106,6429.6,4863
DG,en,"Rome -- History -- Empire, 30 B.C.-284 A.D.;Emperors -- Rome -- Biography -- Early works to 1800","The Lives of the Twelve Caesars, Complete",Text,1317,6400,250,https://www.gutenberg.org/ebooks/6400,0,0,Suetonius,22,"October 22, 2006",10,October,2006,7,"text/plain,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",16.7,12.49,6.44,20876,13,51.52,13.2,8,8.8,0.1077775274,0.4594078768,5.03,28,0.03,1173111,9332,8098,342845.1,233339
PS,en,"Science fiction,War stories,Robots -- Fiction",Second Variety,Text,1308,32032,252,https://www.gutenberg.org/ebooks/32032,1928,1982,"Dick, Philip K.",17,"April 17, 2010",4,April,2010,7,"image/jpeg,text/html; charset=utf-8,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/rdf+xml,application/epub+zip,text/plain",6,9.47,5.82,1772,2.5,89.75,4.8,5,3.1,-0.0006629284979,0.4287531356,5.02,7,0.13,76487,197,2021,20152.8,15237
B,en,"Philosophy and religion,Happiness",The Consolation of Philosophy,Text,1306,14328,255,https://www.gutenberg.org/ebooks/14328,480,524,Boethius,11,"December 11, 2004",12,December,2004,8,"text/html; charset=utf-8,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain",13.2,11.61,6.81,5627,9.5,66.07,10.8,7.5,3.1,0.1402130147,0.5263513583,4.93,22,0.04,210578,1322,1877,59319,42688
"PZ,PT",de,"Children's poetry, German;Practical jokes -- Juvenile poetry;Wit and humor",Max und Moritz: Eine Bubengeschichte in sieben Streichen,Text,1302,17161,257,https://www.gutenberg.org/ebooks/17161,1832,1908,"Busch, Wilhelm",21,"December 21, 2005",12,December,2005,7,"application/x-mobipocket-ebook,text/html; charset=iso-8859-1,application/pdf,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain",13.7,17.1,7.57,537,5.6,76.22,6.8,7.5,3.1,0.7333333333,0.6733333333,6.08,12,0.08,15431,123,196,3434.4,2540
"PA,PN",en,"Aesthetics -- Early works to 1800,Poetry -- Early works to 1800",The Poetics of Aristotle,Text,1300,1974,258,https://www.gutenberg.org/ebooks/1974,-384,-322,Aristotle,1,"November, 1999",11,November,1999,7,"application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii",13,11.67,7.14,2307,10.7,57.61,10.8,8.5,3.1,0.08152508394,0.460538829,4.94,22,0.04,74594,659,676,22528.8,15111
PT,en,Norwegian drama -- Translations into English,Ghosts,Text,1295,8121,259,https://www.gutenberg.org/ebooks/8121,1828,1906,"Ibsen, Henrik",1,"May, 2005",5,May,2005,8,"text/plain; charset=us-ascii,application/x-mobipocket-ebook,text/plain; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,text/plain",7,9.84,5.96,2807,3.7,86.71,6,8,3.1,0.08620252454,0.5133341453,4.88,10,0.09,118219,460,2234,31847.4,24250
PZ,en,"Children -- Conduct of life -- Juvenile fiction;Children's stories, German -- Translations into English;Children's poetry, German -- Translations into English;Stories in rhyme;Picture books for children;Behavior -- Fiction",Struwwelpeter: Merry Stories and Funny Pictures,Text,1290,12116,260,https://www.gutenberg.org/ebooks/12116,1809,1894,"Hoffmann, Heinrich",23,"April 23, 2004",4,April,2004,7,"application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,text/plain",9.6,9.97,6.25,265,5.2,88.06,8.8,8,3.1,0.001468254737,0.556096058,4.75,17,0.06,11231,13,136,2847.6,2362
PS,en,"Human-alien encounters -- Fiction,Science fiction",Youth,Text,1287,31547,261,https://www.gutenberg.org/ebooks/31547,1920,1992,"Asimov, Isaac",7,"March 7, 2010",3,March,2010,7,"text/html; charset=iso-8859-1,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,text/plain",6.6,9.89,6.24,1376,3.3,87.72,5.6,4.5,3.1,0.04789923508,0.468750065,4.94,9,0.1,49777,323,1057,13467.6,10067
PR,en,"India -- History -- British occupation, 1765-1947 -- Fiction;British -- India -- Fiction",Plain Tales from the Hills,Text,1284,1858,262,https://www.gutenberg.org/ebooks/1858,1865,1936,"Kipling, Rudyard",1,"August, 1999",8,August,1999,7,"application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii",10.2,10.33,6.43,8643,7.9,70.13,9.2,28,3.1,0.06677836181,0.4796318056,4.76,18,0.05,340924,1853,3895,96805.8,71634
PR,en,"Mentally ill -- Fiction,Science fiction,Scientists -- Fiction,Psychological fiction",The Invisible Man: A Grotesque Romance,Text,1283,5230,263,https://www.gutenberg.org/ebooks/5230,1866,1946,"Wells, H. G. (Herbert George)",7,"October 7, 2004",10,October,2004,7,"text/plain,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",8.1,10.26,6.21,5919,4.8,83.66,7.2,6.5,3.1,0.01035556254,0.4796150927,4.85,13,0.07,235353,1387,3601,65285.1,48484
PR,en,"Short stories, English;Humorous stories;Supernatural -- Fiction",Beasts and Super-Beasts,Text,1276,269,266,https://www.gutenberg.org/ebooks/269,1870,1916,Saki,26,"December 26, 2011",12,December,2011,6,"text/html,text/plain; charset=utf-8,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",11.9,11.49,6.83,8800,8.3,69.11,9.6,10.5,3.1,0.07486095345,0.4851303,4.96,19,0.05,305894,2222,3109,88214.4,61732
PQ,en,"Science fiction;Earth (Planet) -- Core -- Fiction;Voyages, Imaginary -- Fiction;Adventure stories",A Journey to the Centre of the Earth,Text,1263,18857,268,https://www.gutenberg.org/ebooks/18857,1828,1905,"Verne, Jules",18,"July 18, 2006",7,July,2006,8,"text/html; charset=iso-8859-1,text/plain; charset=us-ascii,text/plain,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook",9.9,10.84,6.08,8965,7.2,72.16,8.4,13,3.1,0.09606430207,0.5413802062,4.9,16,0.06,419936,3084,5180,122377.5,85773
PR,en,"Great Britain -- History -- Richard I, 1189-1199 -- Fiction;Knights and knighthood -- Fiction;Normans -- Great Britain -- Fiction;Triangles (Interpersonal relations) -- Fiction;Ivanhoe, Wilfred of, Sir (Fictitious character) -- Fiction;Jews -- England -- Fiction;Anglo-Saxons -- Fiction;Historical fiction;Love stories",Ivanhoe: A Romance,Text,1241,82,271,https://www.gutenberg.org/ebooks/82,1771,1832,"Scott, Walter",1,"September, 1993",9,September,1993,7,"text/plain,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii",15.5,11.84,6.53,18875,11.5,60.99,12.8,11,3.1,0.1226416204,0.5095732547,4.97,27,0.04,951286,5260,7062,268434,191430
PQ,en,"France -- History -- Louis XI, 1461-1483 -- Fiction;Paris (France) -- History -- To 1515 -- Fiction;Historical fiction;People with disabilities -- Fiction;Clergy -- Fiction;Romances;Notre-Dame de Paris (Cathedral) -- Fiction",Notre-Dame De Paris,Text,1239,2610,272,https://www.gutenberg.org/ebooks/2610,1802,1885,"Hugo, Victor",1,"April, 2001",4,April,2001,8,"application/rdf+xml,text/html; charset=iso-8859-1,text/plain,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,text/plain; charset=us-ascii,application/x-mobipocket-ebook",10.9,11.13,6.08,18137,7.9,70.13,9.2,17.5,3.1,0.08477622581,0.5026639335,4.95,18,0.06,912590,5317,10206,258438.6,184390
PR,en,"Private investigators -- England -- Fiction;Detective and mystery stories;Holmes, Sherlock (Fictitious character) -- Fiction",The Valley of Fear,Text,1230,3289,274,https://www.gutenberg.org/ebooks/3289,1859,1930,"Doyle, Arthur Conan",1,"June, 2002",6,June,2002,7,"application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,text/plain",7.4,8.98,5.91,5759,5.2,82.65,7.6,8,3.1,0.08415965642,0.4874378667,4.63,14,0.07,266455,1051,4101,75433.5,57508
